realid,numberid,lab,treatment,response,ideology_ra,left,extreme
A3AZWYP6HBVNRU,328,0,NA,"I believe economic inequality is a problem in the United States.  The people at the bottom often have no means of bettering themselves and throughout generations stay in poverty.  I don't know what policies should be implemented, more job and education training made available for low income people.  A program with an emphasis on learning skills or bettering a person for a job would be the most beneficial.",1,1,0
A3LNM77PCQOTHJ,329,0,NA,Yes single payer healthcare i believe is a basic right.  The ability to see a doctor should not be based o how much money you make.,1,1,1
AVJUBECUZLVET,330,0,NA,the economy inequality was affect by the low class peoples.in this event was more benifit to the all class peoples,NA,NA,NA
A18FPXIJYCTETD,331,0,NA,"Yes, economic inequality is a big problem in the US and policies need to be implemented to help with the disparity. Policies that give tax incentives to those with lower income would help put more money in the pockets of those families.",1,1,0
A1QR5CA0ULCYWN,332,0,NA,"I do believe that economic inequality is a problem, but I don't think there's anything we can do about it without punishing those who have been more successful or lucky in life. I would like to see the homeless and extremely poor have more options to better their life, but only to a certain point.",1,0,0
A1RR8SEXUXFE0U,333,0,NA,good,NA,NA,NA
A1W94PV0BS6F6O,334,0,NA," The gap between rich and poor is bigger than in any other ... Whereas Europeans fret about the way the economic pie is divided, Americans want to join the rich, not soak them. ... country notorious for the concentration of its income and wealth. ... The exact size of that gap depends on how you measure it",1,NA,NA
A3KC385CZNYEG5,335,0,NA,"Absolutely. We should provide a basic standard of food, shelter, and utilities to everyone. Guaranteed work for whoever wants it. Minimum guaranteed income, regardless of work. Free public universities. Free healthcare.",1,1,1
A3VI8VS3WQ96F4,336,0,NA,I am not interested,NA,NA,NA
AANHMFVAQ0ADK,337,0,NA,increase the minimum wages,1,1,0
AC1VR0OO1GIN9,338,0,NA,because equality is improve the economic in country,NA,NA,NA
AJXUWIDZ3HTC6,339,0,NA,yes the economic inequality is a huge problem. Some people live in affluence while others cannot even afford a decent home to sleep in,1,1,0
AWSEEXX44A5RP,340,0,NA,"Economic inequalities are most obviously shown by people?s different positions within the economic distribution - income, pay, wealth. However, people?s economic positions are also related to other characteristics, such as whether or not they have a disability, their ethnic background, or whether they are a man or a woman.",1,NA,NA
A1T3PO81C9Q1KC,341,0,NA,Nothing problem of economic inequality of US. I think no reduce to economic inequality in this country.,0,0,0
A2O6G24WCC6I59,342,0,NA,Taxes,NA,NA,NA
ARCFWQDGDBWAM,343,0,NA,All are equal don't partiality of any one.,NA,NA,NA
A1US6ERXWUS643,344,0,NA,inequaLIYTY of problem,NA,NA,NA
A25CPUA0OUTJ2S,345,0,NA,nice,NA,NA,NA
A39ES2QA1HJ0W7,346,0,NA,15500,NA,NA,NA
AEVWC7BUL9U3F,347,0,NA,none,NA,NA,NA
A14BO0JIQTNMOW,348,0,NA,1500,NA,NA,NA
A1IV1O890FN1QA,349,0,NA,"Yes, I accept this opinion. Public Opinion Shows Dissatisfaction with Our Economic System. erhaps the most important reason that Americans care about inequality is that they believe it makes it harder for people to get ahead. Polls also consistently show that the public thinks the middle class is in decline, and economic inequality is harmful.",NA,NA,NA
A2PMVVXWGRFSEH,350,0,NA,trump,NA,NA,NA
A3BOWJH5GT57FS,351,0,NA,GOOD,NA,NA,NA
AX9MLJ4QHEL3M,352,0,NA,YES,NA,NA,NA
A10NK5DIGPAHOY,353,0,NA,good,NA,NA,NA
A1DO08NZ28XC7U,354,0,NA,good,NA,NA,NA
A381RPWPVX1TSJ,355,0,NA,"increase the minimum wage, expand the earned income tax, build assets for working families",NA,NA,NA
A2CBY78CZLNHER,356,0,NA,"Economic inequality covers a wide variety of topics. It can refer to either income distribution or ... A widely used index is the Gini coefficient, but there are also many other .... In advanced economies, the gap between the rich and poor is at its highest level ... Income inequality in the US is significantly worse than people think.",NA,NA,NA
A2ZFS8PA5NIK0K,357,0,NA,do you think you are qualified for this position,NA,NA,NA
A32TYE7HZVIRD5,358,0,NA,the point is evalved with rescapt,NA,NA,NA
A3CX0TDLPA4ZX8,359,0,NA,NO,NA,NA,NA
ACQA5QBAEY0YI,360,0,NA,its i like this,NA,NA,NA
AHDY3BLTTUYFG,361,0,NA,"Increase the minimum wage.Two researchers claim that global income inequality is decreasing, due to strong economic growth in developing countries. Make the tax code more progressive.",NA,NA,NA
AUIPOGXK5QGRX,362,0,NA,Increase the minimum wage. ... Expand the Earned Income Tax. ... Build assets for working families. ... Invest in education. ...,NA,NA,NA
A1CXXGO4HLTGIT,363,0,NA,THE VARIETY OF CONCEPTS POSITIVE WOULD LIKE DECISION CHOOSING,NA,NA,NA
A33ZANON279F2H,364,0,NA,good,NA,NA,NA
A3OZ5DRX0ARFM4,365,0,NA,THE VARIETY OF CONCEPTS WILL POSITIVE CHOOSE THE DECISION,NA,NA,NA
AVZ0ZEH7AAZ4F,366,0,NA,"The gap between the rich and the poor is to wide in respect to the income and/or wealth which is very bad for the economic of the United States, the higher income earner will be the one to dictate the economy why the low income earner will be the one to suffer",1,1,0
A1E8X6IHTIN1AT,367,0,NA,IT IS A VERY BIG PROBLEM IN UNITED STATES IT LEADS TO IMMORAL ACTIVITIES AMONG PEOPLE,NA,NA,NA
A1F5Y489IXNV1R,368,0,NA,the variety of concpts very acceptable positions,NA,NA,NA
A21QWARJ32ONJE,369,0,NA,PM,NA,NA,NA
A2MR1H3PV0EDDR,370,0,NA,"Increase the minimum wage,Expand the Earned income tax,build assets for working families invest in education,make the tax code more progressive,end residential segregation.",NA,NA,NA
